"Day ","Items ","Note ","Amount "
"44","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"44","Salary Expense","Cash Payment - Salary Expense","18236"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7161","157"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7289","175"
"44","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"44","Rental Expense","Cash Payment - Rental - New York","4020"
"44","Rental Expense","Cash Payment - Rental - Detroit","1500"
"44","Rental Expense","Cash Payment - Rental - Miami","1800"
"43","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"43","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"43","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"43","Salary Expense","Cash Payment - Salary Expense","18216"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7124","220"
"43","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"43","Rental Expense","Cash Payment - Rental - New York","4020"
"43","Rental Expense","Cash Payment - Rental - Detroit","1500"
"43","Rental Expense","Cash Payment - Rental - Miami","1800"
"42","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"42","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"42","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"42","Salary Expense","Cash Payment - Salary Expense","18216"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6920","125"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6926","82"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6932","125"
"42","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"42","Rental Expense","Cash Payment - Rental - New York","4020"
"42","Rental Expense","Cash Payment - Rental - Detroit","1500"
"42","Rental Expense","Cash Payment - Rental - Miami","1800"
"41","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"41","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"41","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"41","Salary Expense","Cash Payment - Salary Expense","18056"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6721","284"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6730","60"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6755","167"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6762","43"
"41","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"41","Rental Expense","Cash Payment - Rental - New York","4020"
"41","Rental Expense","Cash Payment - Rental - Detroit","1500"
"41","Rental Expense","Cash Payment - Rental - Miami","1800"
"40","Human Resource Expense","Staff Dismiss","1000"
"40","Human Resource Expense","Staff Dismiss","1000"
"40","Human Resource Expense","Staff Dismiss","1000"
"40","Human Resource Expense","Staff Dismiss","1000"
"40","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"40","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"40","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"40","Salary Expense","Cash Payment - Salary Expense","17396"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6530","154"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6544","78"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6554","80"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6564","86"
"40","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"40","Rental Expense","Cash Payment - Rental - New York","4020"
"40","Rental Expense","Cash Payment - Rental - Detroit","1500"
"40","Rental Expense","Cash Payment - Rental - Miami","1800"
"39","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"39","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"39","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"39","Salary Expense","Cash Payment - Salary Expense","17396"
"39","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6326","83"
"39","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6334","99"
"39","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6348","112"
"39","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","15000"
"39","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"39","Rental Expense","Cash Payment - Rental - New York","4020"
"39","Rental Expense","Cash Payment - Rental - Detroit","1500"
"39","Rental Expense","Cash Payment - Rental - Miami","1800"
"38","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"38","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"38","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"38","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"38","Salary Expense","Cash Payment - Salary Expense","19345"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5954","297"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6123","181"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6130","52"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6138","105"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6145","276"
"38","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"38","Rental Expense","Cash Payment - Rental - New York","4020"
"38","Rental Expense","Cash Payment - Rental - Detroit","1500"
"38","Rental Expense","Cash Payment - Rental - Miami","1800"
"38","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"37","Human Resource Expense","Counselled","2000"
"37","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"37","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"37","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"37","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"37","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"37","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"37","Salary Expense","Cash Payment - Salary Expense","18959"
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5394","10"
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5758","181"
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5929","51"
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5942","122"
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5947","92"
"37","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"37","Rental Expense","Cash Payment - Rental - New York","4020"
"37","Rental Expense","Cash Payment - Rental - Detroit","1500"
"37","Rental Expense","Cash Payment - Rental - Miami","1800"
"37","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"36","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"36","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"36","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"36","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"36","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"36","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"36","Salary Expense","Cash Payment - Salary Expense","18959"
"36","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5727","165"
"36","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5752","139"
"36","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"36","Rental Expense","Cash Payment - Rental - New York","4020"
"36","Rental Expense","Cash Payment - Rental - Detroit","1500"
"36","Rental Expense","Cash Payment - Rental - Miami","1800"
"36","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"35","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"35","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"35","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"35","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"35","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"35","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"35","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"35","Salary Expense","Cash Payment - Salary Expense","19769"
"35","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5575","227"
"35","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"35","Rental Expense","Cash Payment - Rental - New York","4020"
"35","Rental Expense","Cash Payment - Rental - Detroit","1500"
"35","Rental Expense","Cash Payment - Rental - Miami","1800"
"35","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"34","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"34","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"34","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"34","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"34","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"34","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"34","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"34","Salary Expense","Cash Payment - Salary Expense","19769"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5357","74"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5374","105"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5382","97"
"34","Shipping Expense","Cash Payment - Move Stock ID: 5381","29930"
"34","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"34","Rental Expense","Cash Payment - Rental - New York","4020"
"34","Rental Expense","Cash Payment - Rental - Detroit","1500"
"34","Rental Expense","Cash Payment - Rental - Miami","1800"
"34","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"33","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"33","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"33","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"33","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"33","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"33","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"33","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"33","Salary Expense","Cash Payment - Salary Expense","19750"
"33","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5130","191"
"33","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5168","87"
"33","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5175","75"
"33","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5185","126"
"33","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"33","Rental Expense","Cash Payment - Rental - New York","4020"
"33","Rental Expense","Cash Payment - Rental - Detroit","1500"
"33","Rental Expense","Cash Payment - Rental - Miami","1800"
"33","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"32","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"32","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"32","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"32","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"32","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"32","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"32","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"32","Salary Expense","Cash Payment - Salary Expense","19750"
"32","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4982","161"
"32","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4987","243"
"32","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4992","223"
"32","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4997","195"
"32","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","15000"
"32","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"32","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"32","Rental Expense","Cash Payment - Rental - New York","4020"
"32","Rental Expense","Cash Payment - Rental - Detroit","1500"
"32","Rental Expense","Cash Payment - Rental - Miami","1800"
"32","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"31","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"31","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"31","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"31","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"31","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"31","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"31","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"31","Salary Expense","Cash Payment - Salary Expense","19579"
"31","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4796","251"
"31","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4804","228"
"31","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4809","149"
"31","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4815","142"
"31","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"31","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"31","Rental Expense","Cash Payment - Rental - New York","4020"
"31","Rental Expense","Cash Payment - Rental - Detroit","1500"
"31","Rental Expense","Cash Payment - Rental - Miami","1800"
"31","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"30","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"30","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"30","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"30","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"30","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"30","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"30","Salary Expense","Cash Payment - Salary Expense","18914"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4572","146"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4615","20"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4620","106"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4625","21"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4642","11"
"30","Shipping Expense","Cash Payment - Move Stock ID: 3496","525939"
"30","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"30","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"30","Rental Expense","Cash Payment - Rental - New York","4020"
"30","Rental Expense","Cash Payment - Rental - Detroit","1500"
"30","Rental Expense","Cash Payment - Rental - Miami","1800"
"30","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"29","Human Resource Expense","Counselled","2000"
"29","Human Resource Expense","Counselled","2000"
"29","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"29","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"29","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"29","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"29","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"29","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"29","Salary Expense","Cash Payment - Salary Expense","18914"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4240","80"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4395","58"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4406","54"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4420","145"
"29","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 1102","2200"
"29","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"29","Rental Expense","Cash Payment - Rental - New York","4020"
"29","Rental Expense","Cash Payment - Rental - Detroit","1500"
"29","Rental Expense","Cash Payment - Rental - Miami","1800"
"29","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"28","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"28","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"28","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"28","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"28","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"28","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"28","Salary Expense","Cash Payment - Salary Expense","18842"
"28","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4061","132"
"28","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4223","157"
"28","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4227","103"
"28","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4237","123"
"28","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"28","Rental Expense","Cash Payment - Rental - New York","4020"
"28","Rental Expense","Cash Payment - Rental - Detroit","1500"
"28","Rental Expense","Cash Payment - Rental - Miami","1800"
"28","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"27","Human Resource Expense","Counselled","2000"
"27","Human Resource Expense","Counselled","2000"
"27","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"27","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"27","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"27","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"27","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"27","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"27","Salary Expense","Cash Payment - Salary Expense","19228"
"27","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4041","73"
"27","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 657","5500"
"27","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"27","Rental Expense","Cash Payment - Rental - New York","4020"
"27","Rental Expense","Cash Payment - Rental - Detroit","1500"
"27","Rental Expense","Cash Payment - Rental - Miami","1800"
"27","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"26","Human Resource Expense","Counselled","2000"
"26","Human Resource Expense","Counselled","2000"
"26","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"26","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"26","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"26","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"26","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"26","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"26","Salary Expense","Cash Payment - Salary Expense","19614"
"26","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3850","126"
"26","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"26","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"26","Rental Expense","Cash Payment - Rental - New York","4020"
"26","Rental Expense","Cash Payment - Rental - Detroit","1500"
"26","Rental Expense","Cash Payment - Rental - Miami","1800"
"26","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"25","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"25","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"25","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"25","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"25","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"25","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"25","Salary Expense","Cash Payment - Salary Expense","19614"
"25","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3560","130"
"25","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3692","199"
"25","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","15000"
"25","Interest Expense ","Cash Payment - Interest - For Overdraft","2055"
"25","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"25","Rental Expense","Cash Payment - Rental - New York","4020"
"25","Rental Expense","Cash Payment - Rental - Detroit","1500"
"25","Rental Expense","Cash Payment - Rental - Miami","1800"
"25","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"24","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"24","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"24","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"24","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"24","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"24","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"24","Salary Expense","Cash Payment - Salary Expense","19614"
"24","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3342","204"
"24","Shipping Expense","Cash Payment - Move Stock ID: 2081","50434"
"24","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"24","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","75"
"24","Rental Expense","Cash Payment - Rental - New York","4020"
"24","Rental Expense","Cash Payment - Rental - Detroit","1500"
"24","Rental Expense","Cash Payment - Rental - Miami","1800"
"24","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"23","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"23","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"23","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"23","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"23","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"23","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"23","Salary Expense","Cash Payment - Salary Expense","19982"
"23","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"23","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"23","Rental Expense","Cash Payment - Rental - New York","4020"
"23","Rental Expense","Cash Payment - Rental - Detroit","1500"
"23","Rental Expense","Cash Payment - Rental - Miami","1800"
"23","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"22","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"22","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"22","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"22","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"22","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"22","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"22","Salary Expense","Cash Payment - Salary Expense","19982"
"22","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3131","230"
"22","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3152","231"
"22","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"22","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"22","Rental Expense","Cash Payment - Rental - New York","4020"
"22","Rental Expense","Cash Payment - Rental - Detroit","1500"
"22","Rental Expense","Cash Payment - Rental - Miami","1800"
"22","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"21","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"21","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"21","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"21","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"21","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"21","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"21","Salary Expense","Cash Payment - Salary Expense","19784"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2957","280"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2962","152"
"21","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"21","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"21","Rental Expense","Cash Payment - Rental - New York","4020"
"21","Rental Expense","Cash Payment - Rental - Detroit","1500"
"21","Rental Expense","Cash Payment - Rental - Miami","1800"
"21","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"20","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","800"
"20","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","600"
"20","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"20","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","800"
"20","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"20","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"20","Salary Expense","Cash Payment - Salary Expense","19136"
"20","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2620","18"
"20","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2779","15"
"20","Interest Expense ","Cash Payment - Interest - For Overdraft","4110"
"20","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"20","Rental Expense","Cash Payment - Rental - New York","4020"
"20","Rental Expense","Cash Payment - Rental - Detroit","1500"
"20","Rental Expense","Cash Payment - Rental - Miami","1800"
"20","Rental Expense","Cash Payment - Rental - Washington, D.C.","2400"
"19","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"19","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","700"
"19","Marketing Expense","Cash Payment - Marketing - New York - White Wine","600"
"19","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"19","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","600"
"19","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","600"
"19","Salary Expense","Cash Payment - Salary Expense","19136"
"19","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2587","15"
"19","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2597","21"
"19","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2608","16"
"19","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2609","22"
