"Day ","Items ","Note ","Amount "
"53","Salary Expense","Cash Payment - Salary Expense","-20379"
"53","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8947","-5"
"53","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","-15000"
"53","Retail","Revenue - Retail Sales New York - Sparkling Wine","21032"
"53","Retail","Revenue - Retail Sales New York - Red Wine","6408"
"53","Retail","Revenue - Retail Sales New York - White Wine","6647"
"53","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","5962"
"53","Retail","Revenue - Retail Sales Detroit - Red Wine","4350"
"53","Retail","Revenue - Retail Sales Detroit - White Wine","3528"
"53","Services","Revenue - Service Sales Order ID: 7837","76100"
"53","Rental Expense","Cash Payment - Rental - New York","-4020"
"53","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"53","Rental Expense","Cash Payment - Rental - Miami","-1800"
"53","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"52","Sales E Commerce","Revenue - ECM SO ID: 7109","1108"
"52","Sales E Commerce","Revenue - ECM SO ID: 7115","1471"
"52","Sales E Commerce","Revenue - ECM SO ID: 7304","9740"
"52","Sales E Commerce","Revenue - ECM SO ID: 8174","10787"
"52","Sales E Commerce","Revenue - ECM SO ID: 8187","17761"
"52","Sales E Commerce","Revenue - ECM SO ID: 8202","31099"
"52","Human Resource Expense","Counselled","-2000"
"52","Human Resource Expense","Counselled","-2000"
"52","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"52","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"52","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"52","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"52","Salary Expense","Cash Payment - Salary Expense","-19974"
"52","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8758","-16"
"52","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8785","-11"
"52","Retail","Revenue - Retail Sales New York - Sparkling Wine","638"
"52","Retail","Revenue - Retail Sales New York - Red Wine","7080"
"52","Retail","Revenue - Retail Sales New York - White Wine","6831"
"52","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","2002"
"52","Retail","Revenue - Retail Sales Detroit - Red Wine","3975"
"52","Retail","Revenue - Retail Sales Detroit - White Wine","3888"
"52","Rental Expense","Cash Payment - Rental - New York","-4020"
"52","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"52","Rental Expense","Cash Payment - Rental - Miami","-1800"
"52","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"51","Sales E Commerce","Revenue - ECM SO ID: 7884","10068"
"51","Sales E Commerce","Revenue - ECM SO ID: 8012","21224"
"51","Sales E Commerce","Revenue - ECM SO ID: 8019","22260"
"51","Sales E Commerce","Revenue - ECM SO ID: 8028","12384"
"51","Wholesales (B2B)","Revenue - B2B SO ID: 8385","151584"
"51","Human Resource Expense","Cash Payment - Staff Recruiting - Los Angeles","-60000"
"51","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8769 ","-46968"
"51","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"51","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"51","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"51","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"51","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"51","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"51","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"51","Salary Expense","Cash Payment - Salary Expense","-20273"
"51","Retail","Revenue - Retail Sales New York - Sparkling Wine","20658"
"51","Retail","Revenue - Retail Sales New York - Red Wine","7440"
"51","Retail","Revenue - Retail Sales New York - White Wine","6601"
"51","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","5346"
"51","Retail","Revenue - Retail Sales Detroit - Red Wine","3875"
"51","Retail","Revenue - Retail Sales Detroit - White Wine","3960"
"51","Rental Expense","Cash Payment - Rental - New York","-4020"
"51","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"51","Rental Expense","Cash Payment - Rental - Miami","-1800"
"51","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"50","Sales E Commerce","Revenue - ECM SO ID: 7851","10627"
"50","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8266 ","-281588"
"50","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8266 ","-472074"
"50","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"50","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"50","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"50","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"50","Salary Expense","Cash Payment - Salary Expense","-18180"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8331","-142"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8382","-47"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8393","-59"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8411","-95"
"50","Retail","Revenue - Retail Sales New York - Sparkling Wine","17556"
"50","Retail","Revenue - Retail Sales New York - Red Wine","8472"
"50","Retail","Revenue - Retail Sales New York - White Wine","5842"
"50","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","7392"
"50","Retail","Revenue - Retail Sales Detroit - Red Wine","3400"
"50","Retail","Revenue - Retail Sales Detroit - White Wine","4152"
"50","Rental Expense","Cash Payment - Rental - New York","-4020"
"50","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"50","Rental Expense","Cash Payment - Rental - Miami","-1800"
"49","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"49","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"49","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"49","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"49","Salary Expense","Cash Payment - Salary Expense","-18605"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7109","-11"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7115","-15"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7304","-97"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8174","-108"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8187","-178"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8202","-311"
"49","Retail","Revenue - Retail Sales New York - Sparkling Wine","21208"
"49","Retail","Revenue - Retail Sales New York - Red Wine","6480"
"49","Retail","Revenue - Retail Sales New York - White Wine","7613"
"49","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","5456"
"49","Retail","Revenue - Retail Sales Detroit - Red Wine","3500"
"49","Retail","Revenue - Retail Sales Detroit - White Wine","4176"
"49","Rental Expense","Cash Payment - Rental - New York","-4020"
"49","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"49","Rental Expense","Cash Payment - Rental - Miami","-1800"
"48","Sales E Commerce","Revenue - ECM SO ID: 6941","8299"
"48","Sales E Commerce","Revenue - ECM SO ID: 6969","13781"
"48","Sales E Commerce","Revenue - ECM SO ID: 7482","12558"
"48","Sales E Commerce","Revenue - ECM SO ID: 7489","7668"
"48","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7840 ","-6000"
"48","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7840 ","-19776"
"48","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8009 ","-52500"
"48","Wholesales (B2B)","Revenue - B2B SO ID: 7475","35035"
"48","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"48","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"48","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"48","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"48","Salary Expense","Cash Payment - Salary Expense","-18605"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7884","-101"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8012","-212"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8019","-223"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8028","-124"
"48","Retail","Revenue - Retail Sales New York - Sparkling Wine","21120"
"48","Retail","Revenue - Retail Sales New York - Red Wine","7752"
"48","Retail","Revenue - Retail Sales New York - White Wine","7337"
"48","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","5060"
"48","Retail","Revenue - Retail Sales Detroit - Red Wine","3025"
"48","Retail","Revenue - Retail Sales Detroit - White Wine","4648"
"48","Rental Expense","Cash Payment - Rental - New York","-4020"
"48","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"48","Rental Expense","Cash Payment - Rental - Miami","-1800"
"47","Sales E Commerce","Revenue - ECM SO ID: 7161","15716"
"47","Sales E Commerce","Revenue - ECM SO ID: 7289","17539"
"47","Wholesales (B2B)","Revenue - B2B SO ID: 7650","572040"
"47","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"47","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"47","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"47","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"47","Salary Expense","Cash Payment - Salary Expense","-18586"
"47","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7851","-106"
"47","Retail","Revenue - Retail Sales New York - Sparkling Wine","26708"
"47","Retail","Revenue - Retail Sales New York - Red Wine","11952"
"47","Retail","Revenue - Retail Sales New York - White Wine","13795"
"47","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","8052"
"47","Retail","Revenue - Retail Sales Detroit - Red Wine","5025"
"47","Retail","Revenue - Retail Sales Detroit - White Wine","5824"
"47","Rental Expense","Cash Payment - Rental - New York","-4020"
"47","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"47","Rental Expense","Cash Payment - Rental - Miami","-1800"
"46","Sales E Commerce","Revenue - ECM SO ID: 7124","22014"
"46","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"46","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"46","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"46","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"46","Salary Expense","Cash Payment - Salary Expense","-18586"
"46","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","-15000"
"46","Retail","Revenue - Retail Sales New York - Sparkling Wine","24684"
"46","Retail","Revenue - Retail Sales New York - Red Wine","12312"
"46","Retail","Revenue - Retail Sales New York - White Wine","13671"
"46","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","8382"
"46","Retail","Revenue - Retail Sales Detroit - Red Wine","5250"
"46","Retail","Revenue - Retail Sales Detroit - White Wine","6104"
"46","Rental Expense","Cash Payment - Rental - New York","-4020"
"46","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"46","Rental Expense","Cash Payment - Rental - Miami","-1800"
"45","Sales E Commerce","Revenue - ECM SO ID: 6920","12532"
"45","Sales E Commerce","Revenue - ECM SO ID: 6926","8173"
"45","Sales E Commerce","Revenue - ECM SO ID: 6932","12461"
"45","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"45","Wholesales (B2B)","Revenue - B2B SO ID: 7290","150969"
"45","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"45","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"45","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"45","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"45","Salary Expense","Cash Payment - Salary Expense","-18586"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6941","-83"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6969","-138"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7482","-126"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7489","-77"
"45","Retail","Revenue - Retail Sales New York - Sparkling Wine","27412"
"45","Retail","Revenue - Retail Sales New York - Red Wine","11040"
"45","Retail","Revenue - Retail Sales New York - White Wine","11904"
"45","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","8250"
"45","Retail","Revenue - Retail Sales Detroit - Red Wine","4900"
"45","Retail","Revenue - Retail Sales Detroit - White Wine","6104"
"45","Services","Revenue - Service Sales Order ID: 6548","30700"
"45","Rental Expense","Cash Payment - Rental - New York","-4020"
"45","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"45","Rental Expense","Cash Payment - Rental - Miami","-1800"
"44","Sales E Commerce","Revenue - ECM SO ID: 6721","28397"
"44","Sales E Commerce","Revenue - ECM SO ID: 6730","5962"
"44","Sales E Commerce","Revenue - ECM SO ID: 6755","16690"
"44","Sales E Commerce","Revenue - ECM SO ID: 6762","4343"
"44","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 7476 ","-24000"
"44","Human Resource Expense","Staff Transfer","-15000"
"44","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"44","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"44","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"44","Salary Expense","Cash Payment - Salary Expense","-18236"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7161","-157"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7289","-175"
"44","Retail","Revenue - Retail Sales New York - Sparkling Wine","32597"
"44","Retail","Revenue - Retail Sales New York - Red Wine","13002"
"44","Retail","Revenue - Retail Sales New York - White Wine","12285"
"44","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","5365"
"44","Retail","Revenue - Retail Sales Detroit - Red Wine","3196"
"44","Retail","Revenue - Retail Sales Detroit - White Wine","4270"
"44","Rental Expense","Cash Payment - Rental - New York","-4020"
"44","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"44","Rental Expense","Cash Payment - Rental - Miami","-1800"
"43","Sales E Commerce","Revenue - ECM SO ID: 6530","15390"
"43","Sales E Commerce","Revenue - ECM SO ID: 6544","7775"
"43","Sales E Commerce","Revenue - ECM SO ID: 6554","7953"
"43","Sales E Commerce","Revenue - ECM SO ID: 6564","8628"
"43","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"43","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"43","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"43","Salary Expense","Cash Payment - Salary Expense","-18216"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7124","-220"
"43","Retail","Revenue - Retail Sales New York - Sparkling Wine","32227"
"43","Retail","Revenue - Retail Sales New York - Red Wine","13134"
"43","Retail","Revenue - Retail Sales New York - White Wine","12670"
"43","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","11729"
"43","Retail","Revenue - Retail Sales Detroit - Red Wine","7038"
"43","Retail","Revenue - Retail Sales Detroit - White Wine","8155"
"43","Services","Revenue - Service Sales Order ID: 5559","75300"
"43","Rental Expense","Cash Payment - Rental - New York","-4020"
"43","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"43","Rental Expense","Cash Payment - Rental - Miami","-1800"
"42","Sales E Commerce","Revenue - ECM SO ID: 6326","8279"
"42","Sales E Commerce","Revenue - ECM SO ID: 6334","9946"
"42","Sales E Commerce","Revenue - ECM SO ID: 6348","11197"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6728 ","-79500"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6728 ","-85850"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7104 ","-450300"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7106 ","-51480"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7106 ","-92453"
"42","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7106 ","-75240"
"42","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"42","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"42","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"42","Salary Expense","Cash Payment - Salary Expense","-18216"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6920","-125"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6926","-82"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6932","-125"
"42","Retail","Revenue - Retail Sales New York - Sparkling Wine","29156"
"42","Retail","Revenue - Retail Sales New York - Red Wine","12474"
"42","Retail","Revenue - Retail Sales New York - White Wine","12145"
"42","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10582"
"42","Retail","Revenue - Retail Sales Detroit - Red Wine","7106"
"42","Retail","Revenue - Retail Sales Detroit - White Wine","7840"
"42","Rental Expense","Cash Payment - Rental - New York","-4020"
"42","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"42","Rental Expense","Cash Payment - Rental - Miami","-1800"
"41","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6364 ","-91980"
"41","Sales E Commerce","Revenue - ECM SO ID: 5954","29664"
"41","Sales E Commerce","Revenue - ECM SO ID: 6123","18058"
"41","Sales E Commerce","Revenue - ECM SO ID: 6130","5161"
"41","Sales E Commerce","Revenue - ECM SO ID: 6138","10535"
"41","Sales E Commerce","Revenue - ECM SO ID: 6145","27625"
"41","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6788 ","-415800"
"41","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6788 ","-561000"
"41","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"41","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"41","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"41","Salary Expense","Cash Payment - Salary Expense","-18056"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6721","-284"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6730","-60"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6755","-167"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6762","-43"
"41","Retail","Revenue - Retail Sales New York - Sparkling Wine","29156"
"41","Retail","Revenue - Retail Sales New York - White Wine","12530"
"41","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","10471"
"41","Retail","Revenue - Retail Sales Detroit - Red Wine","6834"
"41","Retail","Revenue - Retail Sales Detroit - White Wine","8750"
"41","Rental Expense","Cash Payment - Rental - New York","-4020"
"41","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"41","Rental Expense","Cash Payment - Rental - Miami","-1800"
"40","Human Resource Expense","Staff Dismiss","-1000"
"40","Human Resource Expense","Staff Dismiss","-1000"
"40","Human Resource Expense","Staff Dismiss","-1000"
"40","Human Resource Expense","Staff Dismiss","-1000"
"40","Sales E Commerce","Revenue - ECM SO ID: 5394","1012"
"40","Sales E Commerce","Revenue - ECM SO ID: 5758","18103"
"40","Sales E Commerce","Revenue - ECM SO ID: 5929","5088"
"40","Sales E Commerce","Revenue - ECM SO ID: 5942","12182"
"40","Sales E Commerce","Revenue - ECM SO ID: 5947","9229"
"40","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 6327 ","-16632"
"40","Wholesales (B2B)","Revenue - B2B SO ID: 6140","733040"
"40","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"40","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"40","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"40","Salary Expense","Cash Payment - Salary Expense","-17396"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6530","-154"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6544","-78"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6554","-80"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6564","-86"
"40","Retail","Revenue - Retail Sales New York - White Wine","12110"
"40","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","11211"
"40","Retail","Revenue - Retail Sales Detroit - Red Wine","6494"
"40","Retail","Revenue - Retail Sales Detroit - White Wine","7840"
"40","Rental Expense","Cash Payment - Rental - New York","-4020"
"40","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"40","Rental Expense","Cash Payment - Rental - Miami","-1800"
"39","Sales E Commerce","Revenue - ECM SO ID: 5727","16451"
"39","Sales E Commerce","Revenue - ECM SO ID: 5752","13935"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6546 ","-85850"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6546 ","-104500"
"39","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"39","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"39","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"39","Salary Expense","Cash Payment - Salary Expense","-17396"
"39","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6326","-83"
"39","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6334","-99"
"39","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6348","-112"
"39","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 330","-15000"
"39","Retail","Revenue - Retail Sales New York - White Wine","58590"
"39","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","33485"
"39","Retail","Revenue - Retail Sales Detroit - Red Wine","29750"
"39","Retail","Revenue - Retail Sales Detroit - White Wine","37345"
"39","Rental Expense","Cash Payment - Rental - New York","-4020"
"39","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"39","Rental Expense","Cash Payment - Rental - Miami","-1800"
"38","Sales E Commerce","Revenue - ECM SO ID: 5575","22709"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5896 ","-51300"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5896 ","-51000"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5896 ","-57000"
"38","Wholesales (B2B)","Revenue - B2B SO ID: 5183","91950"
"38","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"38","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"38","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"38","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","-800"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","-600"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","-600"
"38","Salary Expense","Cash Payment - Salary Expense","-19345"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5954","-297"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6123","-181"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6130","-52"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6138","-105"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6145","-276"
"38","Retail","Revenue - Retail Sales New York - Sparkling Wine","5809"
"38","Retail","Revenue - Retail Sales New York - Red Wine","44352"
"38","Retail","Revenue - Retail Sales New York - White Wine","53410"
"38","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","32819"
"38","Retail","Revenue - Retail Sales Detroit - Red Wine","30940"
"38","Retail","Revenue - Retail Sales Detroit - White Wine","34825"
"38","Services","Revenue - Service Sales Order ID: 4805","53200"
"38","Rental Expense","Cash Payment - Rental - New York","-4020"
"38","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"38","Rental Expense","Cash Payment - Rental - Miami","-1800"
"38","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2400"
"37","Sales E Commerce","Revenue - ECM SO ID: 5357","7441"
"37","Sales E Commerce","Revenue - ECM SO ID: 5374","10523"
"37","Sales E Commerce","Revenue - ECM SO ID: 5382","9715"
"37","Human Resource Expense","Counselled","-2000"
"37","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6143 ","-248200"
"37","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","-800"
"37","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","-600"
"37","Marketing Expense","Cash Payment - Marketing - New York - White Wine","-600"
